id,match_type,similarity,similarity_offset,vec_sim,hybrid_sim,levenshtein,stoilos,fuzzy_score,metriclcs,tfidf_cosine,dice,monge_elkan,parent_overlap,children_overlap,avg_context_overlap,prefix_overlap,suffix_overlap,context_string_overlap,context_string_overlap_offset,has_parents,has_children,depth_difference,class
CONFERENCE-Conference_participant-EKAW-Conference_Participant,Type1,1,0.2636,1,1,1,1,1,1,0.9832,1,1,1,0.3768,0.6414,1.0,1.0,0.3309,0.0789,both,both,0.0,N
CONFERENCE-Paper-EKAW-Paper,Type1,1,0.1687,1,1,1,1,1,1,1,1,1,0.0305,0,0.18,1.0,1.0,0.1643,0.0809,both,one,0.33333333333333337,N
CONFERENCE-Rejected_contribution-EKAW-Rejected_Paper,Type1,0.8557,0.5231,0.5465,0.5465,0.4762,0.7175,0.4098,0.4762,0.8557,0.4516,0.6,0.3616,0,0.305,0.6428571428571429,0.0,0.3616,0,both,none,0.0,Y
CONFERENCE-Extended_abstract-EKAW-Tutorial_Abstract,Type1,0.6111,-0.2222,0.5815,0.5815,0.5882,0.6111,0.0204,0.5882,0.4516,0.4667,0.5929,0.0236,0,0.0463,0.0,0.5294117647058824,0.3491,-0.0979,both,one,0.16666666666666663,N
CONFERENCE-Call_for_paper-EKAW-Conference_Paper,Type1,0.5108,-0.0205,0.4693,0.4693,0.4375,0.5108,0.0435,0.5625,0.3457,0.3077,0.6078,0.2589,0,0.1659,0.07142857142857142,0.42857142857142855,0.2589,0,both,none,0.0,N
CONFERENCE-Conference_contribution-EKAW-Conference_Banquet,Type1,0.7281,-0.1132,0.7097,0.7097,0.5652,0.7281,0.4776,0.6087,0.3019,0.5,0.6282,0.2185,0,0.2783,0.6111111111111112,0.0,0.1854,0.0157,both,one,0.33333333333333337,N
CONFERENCE-Conference_applicant-EKAW-Conference_Banquet,Type1,0.7554,0,0.7097,0.7097,0.6,0.7554,0.5345,0.7,0.2415,0.5294,0.6429,0.1759,0,0.2641,0.6111111111111112,0.05555555555555555,0.0955,-0.0003,both,one,0.6,N
CONFERENCE-Track-workshop_chair-EKAW-Session_Chair,Type1,0.5693,-0.337,0.3978,0.5693,0.4,0.4365,0.0172,0.4,0.4783,0.2759,0.6,0.2228,0,0.2477,0.0,0.46153846153846156,0.2159,0,both,none,0.0,N
CONFERENCE-Conference_document-EKAW-Conference_Paper,Type1,0.7949,0.0287,0.7244,0.7244,0.6316,0.7949,0.5636,0.6316,0.272,0.5806,0.6614,0,0,0,0.6875,0.0,0.1255,-0.0713,one,one,0.5,N
CONFERENCE-Active_conference_participant-EKAW-Conference_Participant,Type1,0.9375,0.3081,0.7719,0.7719,0.7586,0.9375,0.7294,0.7586,0.6194,0.8511,0.8819,0.2228,0,0.2799,0.0,1.0,0.2804,-0.5741,both,one,0.33333333333333337,N
CONFERENCE-Conference_announcement-EKAW-Conference_Banquet,Type1,0.7281,0,0.7097,0.7097,0.6522,0.7281,0.4627,0.6957,0.1595,0.5,0.6464,0.2185,0,0.2783,0.6111111111111112,0.05555555555555555,0.2185,-0.0808,both,none,0.0,N
CONFERENCE-Topic-EKAW-Research_Topic,Type1,0.7778,0.4921,0.5831,0.5831,0.3571,0.7778,0,0.3571,0.7663,0.4,0.7746,0,0,0,0.0,1.0,1,1,none,none,0.0,Y
CONFERENCE-Poster-EKAW-Poster_Paper,Type1,0.9118,0.0223,0.6236,0.6236,0.5,0.9118,0.4706,0.5,0.9088,0.5714,0.8367,0.0504,0,0.1401,1.0,0.3333333333333333,0.0504,-0.1704,both,none,0.0,Y
CONFERENCE-Committee_member-EKAW-Agency_Staff_Member,Type1,0.5474,-0.1282,0.5474,0.5474,0.4211,0.4818,0,0.4737,0.3939,0.3226,0.5336,1,0,0.6667,0.0,0.4375,0.2533,-0.0395,both,one,0.33333333333333337,N
CONFERENCE-Review-EKAW-Review,Type1,1,0.1842,1,1,1,1,1,1,1,1,1,0.5673,0,0.3261,1.0,1.0,0.3225,0.1082,both,one,0.33333333333333337,Y
CONFERENCE-Presentation-EKAW-Individual_Presentation,Type1,0.8529,0.3585,0.5564,0.5564,0.5217,0.8529,0.0299,0.5217,0.7071,0.6452,0.7583,0.237,1,0.4642,0.0,1.0,0.5576,0.3308,both,both,0.0,N
CONFERENCE-Organization-EKAW-Organisation,Type1,0.9698,0.6039,0,0.9167,0.9167,0.9698,0.4706,0.9167,0,0.7,0.8333,0,0,0,0.5,0.4166666666666667,0,0,none,one,0.5,Y
CONFERENCE-Track-EKAW-Track,Type1,1,0.7847,1,1,1,1,1,1,1,1,1,0.2132,0,0.4044,1.0,1.0,0.2132,0.2132,both,none,0.0,Y
CONFERENCE-Person-EKAW-Person,Type1,1,0.6634,1,1,1,1,1,1,1,1,1,0,1,0.3333,1.0,1.0,0.6184,0.4666,none,both,0.0,Y
CONFERENCE-Accepted_contribution-EKAW-Accepted_Paper,Type1,0.8557,0.5163,0.5533,0.5533,0.4762,0.7175,0.4098,0.4762,0.8557,0.4516,0.6245,0.3616,0,0.3027,0.6428571428571429,0.0,0.1813,0,both,one,0.1428571428571429,Y
CONFERENCE-Submitted_contribution-EKAW-Submitted_Paper,Type1,0.8557,0.4997,0.5921,0.5921,0.5,0.7396,0.4375,0.5,0.8557,0.4848,0.6,0.1591,0.1869,0.3045,0.6666666666666666,0.0,0.16,-0.0874,both,both,0.16666666666666663,Y
CONFERENCE-Abstract-EKAW-Abstract,Type1,1,0.1667,1,1,1,1,1,1,1,1,1,0.1142,0,0.0381,1.0,1.0,0.4236,-0.0859,both,one,0.33333333333333337,Y
CONFERENCE-Invited_talk-EKAW-Invited_Talk,Type1,1,0.08,1,1,1,1,1,1,0.9957,1,1,0.5564,0,0.1855,1.0,1.0,0.5564,0.2921,both,none,0.0,N
CONFERENCE-Conference_part-EKAW-Conference_Banquet,Type1,0.8228,0,0.7097,0.7097,0.7222,0.8228,0.5962,0.7222,0.1595,0.6207,0.625,0,0,0,0.7333333333333333,0.06666666666666667,0.2042,-0.1315,one,one,0.5,N
CONFERENCE-Publisher-EKAW-Proceedings_Publisher,Type1,0.8293,0.5,0.5142,0.5142,0.4286,0.8293,0.0328,0.4286,0.8023,0.5385,0.7454,0,0,0,0.1111111111111111,1.0,0,0,one,none,0.0,N
CONFERENCE-Conference-EKAW-Conference,Type1,1,0.0778,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0.2256,0.0188,one,one,0.5,N
CONFERENCE-Invited_speaker-EKAW-Invited_Speaker,Type1,1,0.2362,1,1,1,1,1,1,0.9986,1,1,0.1886,0,0.0629,1.0,1.0,0.1886,-0.0589,both,none,0.0,Y
CONFERENCE-Organizing_committee-EKAW-Organising_Agency,Type1,0.7254,0.4048,0.1669,0.6169,0.5,0.7254,0.2759,0.55,0,0.3636,0.4833,0,0,0.087,0.35294117647058826,0.0,0,-0.1531,both,none,0.0,N
CONFERENCE-Conference_www-EKAW-Conference_Banquet,Type1,0.842,0,0.7097,0.7097,0.6111,0.842,0.5962,0.6111,0.1595,0.6429,0.5345,0.2185,0,0.2783,0.7857142857142857,0.0,0.2185,-0.0808,both,none,0.0,N
CONFERENCE-Chair-EKAW-Session_Chair,Type1,0.7941,0.0163,0.5693,0.5693,0.3846,0.7941,0,0.3846,0.7489,0.4286,0.7746,0.5153,0,0.3039,0.0,1.0,0.4237,0,both,none,0.0,N
CONFERENCE-Reviewer-EKAW-Possible_Reviewer,Type1,0.8333,-0.1238,0.5,0.5,0.4706,0.8333,0,0.4706,0.7071,0.5714,0.75,1,0,0.6667,0.0,1.0,0.4727,0.3767,both,one,0.5,N
CONFERENCE-Conference_fees-EKAW-Conference_Banquet,Type1,0.8228,0,0.7097,0.7097,0.6667,0.8228,0.5962,0.6667,0.1595,0.6207,0.7126,0,0,0,0.7333333333333333,0.0,0,0,one,none,0.0,N
CONFERENCE-Conference_volume-EKAW-Conference_Banquet,Type1,0.7913,0,0.7097,0.7097,0.6667,0.7913,0.5962,0.7222,0.1595,0.5806,0.625,0.2068,0,0.0689,0.6470588235294118,0.0,0.2068,-0.0677,both,none,0.0,N
CONFERENCE-Workshop-EKAW-Workshop,Type1,1,0.0913,1,1,1,1,1,1,1,1,1,0.2132,0,0.4044,1.0,1.0,0.2132,-0.0333,both,none,0.0,Y
CONFERENCE-Review_preference-EKAW-Review,Type2,0.8636,0.1906,0.5318,0.5318,0.3529,0.8636,0.3265,0.3529,0.5899,0.4211,0.8165,0,0,0.0646,1.0,0.0,0,0,one,one,0.33333333333333337,N
CONFERENCE-Review_expertise-EKAW-Review,Type2,0.8714,0.309,0.5611,0.5611,0.375,0.8714,0.3478,0.375,0.5899,0.4444,0.7906,0,0,0.0646,1.0,0.0,0,0,one,one,0.33333333333333337,N
CONFERENCE-Conference_contributor-EKAW-Conference_Trip,Type2,0.9052,0.0116,0.6164,0.6164,0.6364,0.9052,0.5938,0.6364,0.1595,0.625,0.875,0.1759,0,0.2952,0.7333333333333333,0.0,0.2042,-0.0014,both,one,0.33333333333333337,N
CONFERENCE-Conference_contribution-EKAW-Conference_Trip,Type2,0.8979,0.0104,0.6164,0.6164,0.6087,0.8979,0.5672,0.6087,0.3019,0.6061,0.875,0.2185,0,0.3094,0.7333333333333333,0.0,0.1854,-0.0222,both,one,0.33333333333333337,N
CONFERENCE-Conference_applicant-EKAW-Conference,Type2,0.9069,0.0843,0.5,0.5,0.5,0.9069,0.4828,0.5,0.5035,0.6154,0.7454,0.1163,0,0.1594,1.0,0.0,0.0903,-0.1538,both,one,0.6,N
CONFERENCE-Track-workshop_chair-EKAW-Workshop_Chair,Type2,0.9062,0.0813,0.5015,0.5591,0.7,0.9062,0.6897,0.7,0.4165,0.8,1,0.2228,0,0.2477,0.0,1.0,0.2159,0.0997,both,none,0.0,Y
CONFERENCE-Conference_document-EKAW-Conference,Type2,0.9143,0.1023,0.5673,0.5673,0.5263,0.9143,0.5091,0.5263,0.3327,0.64,0.7906,0,0,0,1.0,0.0,0.2171,0.0203,one,one,0.5,N
CONFERENCE-Conference_announcement-EKAW-Conference,Type2,0.8875,0.1104,0.6585,0.6585,0.4348,0.8875,0.4179,0.4348,0.3327,0.5714,0.8062,0.2486,0,0.1797,1.0,0.0,0.2486,0.0301,both,none,0.0,N
CONFERENCE-Conference_part-EKAW-Conference,Type2,0.95,0.01,0.5143,0.5143,0.6667,0.95,0.6512,0.6667,0.3327,0.7619,0.7906,0,0,0,1.0,0.0,0.2042,-0.0161,one,one,0.5,N
CONFERENCE-Conference_www-EKAW-Conference,Type2,0.9609,0.0809,0.5561,0.5561,0.7143,0.9609,0.7,0.7143,0.3327,0.8,0.7071,0.2486,0,0.1797,1.0,0.0,0.2486,0.0301,both,none,0.0,N
CONFERENCE-Chair-EKAW-OC_Chair,Type2,0.9167,0,0.5,0.5,0.625,0.9167,0,0.625,0.5705,0.6667,0.866,0.5,0,0.1667,0.0,1.0,0.5,0.0763,both,none,0.0,N
CONFERENCE-Reviewer-EKAW-Review,Type2,0.9571,0.1238,0.3868,0.3868,0.75,0.9571,0.7273,0.75,0,0.8,1,0.2095,0,0.185,1.0,0.0,0.096,-0.3767,both,one,0.33333333333333337,N
CONFERENCE-Conference_fees-EKAW-Conference,Type2,0.95,0.087,0.5111,0.5111,0.6667,0.95,0.6512,0.6667,0.3327,0.7619,0.9014,0,0,0,1.0,0.0,0,0,one,none,0.0,N
CONFERENCE-Conference_volume-EKAW-Conference,Type2,0.9308,0.096,0.5,0.5,0.5882,0.9308,0.5714,0.5882,0.3327,0.6957,0.7638,0.2132,0,0.0711,1.0,0.1,0.2132,0.0064,both,none,0.0,Y
CONFERENCE-Regular_author-EKAW-Paper_Author,Type3,0.7181,-0.0399,0.6171,0.6171,0.5714,0.6944,0,0.6429,0.7181,0.5455,0.6,0.08,0,0.284,0.0,0.6666666666666666,0.0561,-0.0229,both,one,0.25,Y
CONFERENCE-Regular_contribution-EKAW-Regular_Paper,Type3,0.8048,0.0027,0.5674,0.5674,0.45,0.6915,0.3793,0.45,0.8048,0.4138,0.6,0.1591,0,0.2504,0.6153846153846154,0.0,0.3197,0.2534,both,one,0.19999999999999996,N
CONFERENCE-Conference_document-EKAW-Document,Type3,0.943,0.0288,0.5673,0.5673,0.4211,0.8077,0.4,0.4211,0.943,0.5217,0.7906,0,1,0.3333,0.0,1.0,0.3057,0.0886,none,both,0.0,Y
CONFERENCE-Tutorial-EKAW-Industrial_Session,Type4,0.4594,0.1152,0.1518,0.1518,0.2778,0.4594,0.0192,0.3333,0,0.1818,0.4899,0.6924,0,0.2308,0.0,0.0,0.6924,0.2336,both,none,0.0,N
CONFERENCE-Reviewed_contribution-EKAW-Assigned_Paper,Type4,0.3966,0.0147,0.1869,0.1869,0.2381,0,0,0.2381,0,0.0645,0.225,0.5921,0.2012,0.2644,0.0,0.0,0.3948,-0.0701,both,both,0.16666666666666674,N
CONFERENCE-Regular_author-EKAW-Presenter,Type4,0.423,0.0077,0.167,0.167,0.2143,0,0,0.2857,0,0,0.2542,0.7092,0.1367,0.4076,0.0,0.1111111111111111,0.2786,0.0161,both,both,0.0,N
CONFERENCE-Regular_contribution-EKAW-Document,Type4,0.5,0.0563,0.0305,0.0305,0.15,0,0,0.15,0,0,0.2216,0,1,0.3333,0.0,0.0,0.3142,-0.0879,one,both,0.30000000000000004,N
CONFERENCE-Written_contribution-EKAW-Session,Type4,0.4375,0.0085,0.0311,0.0311,0.2,0.3681,0,0.2,0,0.087,0.3499,0.237,0.638,0.4771,0.0,0.42857142857142855,0.4195,0.0243,both,both,0.15000000000000002,N
CONFERENCE-Passive_conference_participant-EKAW-Presenter,Type4,0.5,0,0.1449,0.1449,0.2,0.05,0.0568,0.2,0,0,0.2086,1,0,0.4589,0.1111111111111111,0.0,0.6348,0.0624,both,one,0.25,N
CONFERENCE-Conference_contributor-EKAW-Conference_Participant,Type4,0.7092,0.0814,0.7092,0.7092,0.5455,0.692,0.4844,0.6364,0.1969,0.4615,0.6198,1,0.3768,0.6414,0.5,0.0,0.3674,0.042,both,both,0.0,N
CONFERENCE-Information_for_participants-EKAW-Industrial_Session,Type4,0.3462,0.0578,0.1193,0.1193,0.2143,0.2886,0.0488,0.25,0,0.0488,0.3403,0.6924,0,0.2308,0.1111111111111111,0.0,0.6924,0.2893,both,none,0.0,N
CONFERENCE-Extended_abstract-EKAW-Document,Type4,0.5,-0.3333,0.1142,0.1142,0.1176,0,0.0204,0.1765,0,0,0.2165,0,1,0.3333,0.0,0.125,0.1893,-0.2577,one,both,0.33333333333333337,N
CONFERENCE-Call_for_paper-EKAW-Industrial_Session,Type4,0.3462,0.0578,0.1493,0.1493,0.0556,0,0,0.2222,0,0,0.3788,0.6924,0,0.2308,0.0,0.0,0.6924,0.2893,both,none,0.0,N
CONFERENCE-Conference_contribution-EKAW-Paper,Type4,0.5955,0.1563,0.0504,0.0504,0.087,0,0,0.087,0,0,0.3464,0.5673,0.6236,0.7303,0.0,0.0,0.4673,0.0692,both,both,0.0,N
CONFERENCE-Conference_applicant-EKAW-Conference_Participant,Type4,0.8226,0.2476,0.6402,0.6402,0.7273,0.8226,0.5156,0.7727,0.2981,0.5263,0.7222,1,0.2974,0.6149,0.55,0.15,0.2442,-0.2299,both,both,0.2666666666666666,N
CONFERENCE-Track-workshop_chair-EKAW-Student,Type4,0.5,0,0.1083,0.0937,0.05,0,0.0172,0.05,0,0,0.101,1,0,0.6667,0.0,0.0,1,0,both,none,0.0,N
CONFERENCE-Active_conference_participant-EKAW-Presenter,Type4,0.5,0,0.1462,0.1462,0.1724,0,0.0235,0.1724,0,0,0.2128,1,0,0.4461,0.0,0.0,0.6348,0.0624,both,one,0.25,N
CONFERENCE-Co-chair-EKAW-PC_Chair,Type4,0.7681,0.5105,0.3962,0,0.625,0.7681,0,0.75,0,0.5,0.866,0.5153,0,0.3615,0.0,0.625,0.4237,-0.0916,both,none,0.0,N
CONFERENCE-Conference_announcement-EKAW-Industrial_Session,Type4,0.3462,0.0426,0.2272,0.2272,0.1304,0,0,0.2174,0,0,0.2196,0.6924,0,0.2308,0.0,0.0,0.6924,0.2893,both,none,0.0,N
CONFERENCE-Poster-EKAW-Industrial_Session,Type4,0.3462,-0.2052,0.0191,0.0191,0.1667,0,0,0.1667,0,0,0.3727,0.6924,0,0.2308,0.0,0.0,0.6924,0.2619,both,none,0.0,N
CONFERENCE-Committee_member-EKAW-Conference_Participant,Type4,0.7846,0.1381,0.3321,0.3321,0.1818,0.1,0.0625,0.2727,0,0,0.2635,1,0.5693,0.6898,0.125,0.0,0.4677,0.0396,both,both,0.0,N
CONFERENCE-Review-EKAW-Industrial_Session,Type4,0.3462,0.0578,0.1265,0.1265,0.1667,0,0.0192,0.1667,0,0,0.1667,0.6924,0,0.2308,0.0,0.0,0.6924,0.2893,both,none,0.0,N
CONFERENCE-Track-EKAW-Industrial_Session,Type4,0.3462,0.0021,0.0821,0.0821,0.1667,0,0,0.1667,0,0,0.3536,0.6924,0,0.2308,0.0,0.0,0.6924,0.2336,both,none,0.0,N
CONFERENCE-Accepted_contribution-EKAW-Paper,Type4,0.4196,0.213,0.0693,0.0693,0.1429,0,0.0164,0.1905,0,0,0.2739,0.1466,0.6925,0.3174,0.0,0.0,0.2362,-0.0195,both,both,0.19047619047619047,N
CONFERENCE-Submitted_contribution-EKAW-Assigned_Paper,Type4,0.3657,0.056,0.2106,0.2106,0.2273,0,0,0.2727,0,0.0625,0.225,0.3698,0.3616,0.2438,0.0,0.0,0.4401,0.0504,both,both,0.0,N
CONFERENCE-Abstract-EKAW-Invited_Talk_Abstract,Type4,0.7963,-0.037,0.35,0.35,0.381,0.7963,0,0.381,0.5774,0.48,0.7113,0.5094,0,0.1698,0.0,1.0,0.5094,0,both,none,0.0,N
CONFERENCE-Invited_talk-EKAW-Contributed_Talk,Type4,0.6592,0.381,0.51,0.51,0.625,0.6592,0,0.625,0.4593,0.5,0.7143,0.5564,0,0.1855,0.0,0.6666666666666666,0.5564,0,both,none,0.0,N
CONFERENCE-Conference_part-EKAW-Individual_Presentation,Type4,0.5,0,0.285,0.285,0.1304,0,0,0.2609,0,0,0.2997,0,1,0.3333,0.0,0.0,0.2938,-0.2563,one,both,0.25,N
CONFERENCE-Conference-EKAW-Social_Event,Type4,0.3548,-0.03,0.2068,0.2068,0.25,0,0,0.3333,0,0,0.3367,0,0.7097,0.2366,0.0,0.0,0.6022,0.2514,one,both,0.16666666666666663,N
CONFERENCE-Invited_speaker-EKAW-Presenter,Type4,0.3546,0,0.2727,0.2727,0.3333,0,0.0465,0.3333,0,0,0.2857,0.7092,0,0.362,0.0,0.2222222222222222,0.4693,0.0757,both,one,0.25,N
CONFERENCE-Paid_applicant-EKAW-Conference_Participant,Type4,0.2964,0.1024,0.1402,0.1402,0.2727,0.2542,0.0156,0.3182,0,0.0625,0.3799,0.2174,0.3753,0.1976,0.0,0.21428571428571427,0.2784,0.0684,both,both,0.13333333333333341,N
CONFERENCE-Conference_www-EKAW-Industrial_Session,Type4,0.3462,0.0578,0.2194,0.2194,0.1111,0,0,0.2222,0,0,0.166,0.6924,0,0.2308,0.0,0.0,0.6924,0.2893,both,none,0.0,N
CONFERENCE-Chair-EKAW-PC_Chair,Type4,0.9167,0.6129,0.5434,0.5434,0.625,0.9167,0,0.625,0.5705,0.6667,0.866,0.5153,0,0.3039,0.0,1.0,0.4237,-0.0916,both,none,0.0,N
CONFERENCE-Committee-EKAW-Organisation,Type4,0.3085,0.1475,0,0,0.1667,0,0.0294,0.25,0,0,0.1111,0,0.6169,0.2056,0.0,0.0,0.3398,0.1326,none,both,0.0,N
CONFERENCE-Reviewer-EKAW-Student,Type4,0.5,0,0.1362,0.1362,0.125,0,0,0.125,0,0,0.1429,1,0,0.6667,0.0,0.0,1,0,both,none,0.0,N
CONFERENCE-Registeered_applicant-EKAW-Presenter,Type4,0.418,0.0641,0.0687,0.0687,0.1905,0,0.0164,0.2857,0,0,0.3447,0.6402,0.1957,0.2786,0.0,0.0,0.4378,0.0716,both,both,0.15000000000000002,N
CONFERENCE-Conference_volume-EKAW-Industrial_Session,Type4,0.3462,0.078,0.2934,0.2934,0.0556,0,0,0.2222,0,0,0.2262,0.6924,0,0.2308,0.0,0.0,0.6924,0.3095,both,none,0.0,N
CONFERENCE-Call_for_participation-EKAW-Industrial_Session,Type4,0.3462,0.0578,0.1281,0.1281,0.2273,0.2273,0.0312,0.2727,0,0.0556,0.4419,0.6924,0,0.2308,0.0,0.16666666666666666,0.6924,0.2893,both,none,0.0,N
CONFERENCE-Workshop-EKAW-Industrial_Session,Type4,0.3462,0.0021,0.2784,0.2784,0.1667,0,0,0.1667,0,0,0.1383,0.6924,0,0.2308,0.0,0.0,0.6924,0.2336,both,none,0.0,N
